drug,target
Desflurane,P18507
Atracurium besylate,Q15822
Sertaconazole,P10613
Protirelin,P34981
Aciclovir,P04293
Aciclovir,P09252
Aciclovir,P03176
Allopurinol,P47989
Lipoic Acid,Q9Y234
Lipoic Acid,O43766
Lipoic Acid,Q9Y289
Levomilnacipran,P31645
Levomilnacipran,P23975
Megestrol acetate,P06401
Megestrol acetate,P04150
Alpha-Linolenic Acid,Q8NER1
Alpha-Linolenic Acid,P32418
Alpha-Linolenic Acid,O60427
Alpha-Linolenic Acid,Q9GZR5
Alpha-Linolenic Acid,O95864
Cefepime,Q9X6V3
Cefepime,P0AD68
Cefepime,P0AD65
Cefepime,Q51504
Aluminium monostearate,P63316
Aluminium monostearate,Q9Y277
Aluminium monostearate,P45880
Aluminium monostearate,P21796
Salsalate,P23219
Salsalate,P35354
Agomelatine,P48039
Agomelatine,P49286
Agomelatine,P28335
Hydroxyurea,P23921
Rilpivirine,O75469
Rilpivirine,Q72547
Nicergoline,P35348
Oxymetholone,P10275
Oxymetholone,P16860
Amoxapine,P47869
Amoxapine,P20309
Amoxapine,P78334
Amoxapine,P08913
Amoxapine,P21917
Amoxapine,P35367
Amoxapine,P18505
Amoxapine,P14867
Amoxapine,P14416
Amoxapine,P28223
Amoxapine,P18089
Amoxapine,P31645
Amoxapine,O00591
Amoxapine,P47870
Amoxapine,P08173
Amoxapine,P25100
Amoxapine,P08908
Amoxapine,P08912
Amoxapine,P21728
Amoxapine,P35368
Amoxapine,P46098
Amoxapine,P35348
Amoxapine,P28222
Amoxapine,O14764
Amoxapine,Q8N1C3
Amoxapine,P31644
Amoxapine,P34903
Amoxapine,Q01959
Amoxapine,P28472
Amoxapine,P11229
Amoxapine,Q99928
Amoxapine,P34969
Amoxapine,P48169
Amoxapine,Q16445
Amoxapine,P35462
Amoxapine,P28335
Amoxapine,P41595
Amoxapine,P18825
Amoxapine,P23975
Amoxapine,P50406
Amoxapine,P08172
Amoxapine,Q9UN88
Amoxapine,Q9H3N8
Amoxapine,P18507
Chloroquine,P01375
Chloroquine,Q8MU52
Chloroquine,P09210
Chloroquine,Q9NR96
Felbamate,Q8TCU5
Felbamate,Q13224
Felbamate,Q12879
Phenoxybenzamine,P08913
Phenoxybenzamine,P18089
Phenoxybenzamine,P25100
Phenoxybenzamine,P35368
Phenoxybenzamine,P35348
Phenoxybenzamine,P07550
Phenoxybenzamine,P62158
Phenoxybenzamine,P18825
Procarbazine,P21397
Procarbazine,P27338
Cyclizine,P35367
Cyclizine,P49888
Selexipag,P43119
Ouabain,P05023
Gemifloxacin,P43700
Gemifloxacin,P43702
Triamcinolone,P04150
Alcaftadine,P35367
Liotrix,P10827
Liotrix,P10828
Palbociclib,Q00534
Palbociclib,P11802
Dihydroergotamine,P08913
Dihydroergotamine,P28221
Dihydroergotamine,P28222
Dihydroergotamine,P41595
Piroxicam,P23219
Piroxicam,P35354
Cefotiam,Q8XJ01
L-Histidine,P19113
L-Histidine,Q99624
L-Histidine,P12081
L-Histidine,P42357
Rimexolone,P04150
Dinoprost Tromethamine,P43119
Dinoprost Tromethamine,P43088
Rasagiline,P27338
Rasagiline,P10415
Thioproperazine,P14416
Thioproperazine,P28223
Thioproperazine,P08908
Thioproperazine,P21728
Thioproperazine,P35368
Thioproperazine,P35348
Valproic Acid,Q9UQD0
Valproic Acid,Q9UI33
Valproic Acid,Q02218
Valproic Acid,Q99250
Valproic Acid,O60939
Valproic Acid,Q9Y5Y9
Valproic Acid,Q01118
Valproic Acid,P80404
Valproic Acid,Q14524
Valproic Acid,Q92769
Valproic Acid,P45954
Valproic Acid,Q9UKV0
Valproic Acid,P35498
Valproic Acid,P51649
Valproic Acid,Q9NY46
Valproic Acid,Q9NY72
Valproic Acid,Q15858
Valproic Acid,P35499
Valproic Acid,Q8IWT1
Valproic Acid,Q07699
Triclosan,P0AEK4
Triclosan,Q6GI75
Triclosan,P0A5Y6
Triclosan,B0Q840
Triclosan,O24990
Nelfinavir,O90777
Kanamycin,P0A7S3
Rocuronium,P46098
Rocuronium,Q15822
Rocuronium,P08172
Cloxacillin,Q8XJ01
Cloxacillin,P0AEB3
Cloxacillin,Q8DNB6
Cloxacillin,P0A3M5
Cloxacillin,P00811
Cloxacillin,Q51504
Edoxaban,P00742
Ibudilast,Q14432
Ibudilast,Q08499
Ibudilast,Q08493
Ibudilast,P27815
Ibudilast,Q07343
Tofacitinib,P52333
Tofacitinib,O60674
Tofacitinib,P23458
Aminophylline,P0DMS8
Aminophylline,Q14432
Aminophylline,Q92769
Aminophylline,P30542
Simvastatin,P05107
Simvastatin,P04035
Guanadrel,P23975
Bicalutamide,P10275
Aprindine,Q14524
Aprindine,P62158
Hydroxyprogesterone caproate,P06401
Mercaptopurine,P00492
Mercaptopurine,P20839
Mercaptopurine,P12268
Mercaptopurine,Q06203
Riluzole,Q9UPY5
Riluzole,Q14524
Rimonabant,P21554
Ceruletide,P32238
Etidronic acid,Q13332
Etidronic acid,P38606
Oxandrolone,P10275
Losartan,P30556
Erlotinib,O75469
Erlotinib,P00533
Clotiazepam,P47869
Clotiazepam,P78334
Clotiazepam,P28476
Clotiazepam,P18505
Clotiazepam,P14867
Clotiazepam,O00591
Clotiazepam,P47870
Clotiazepam,O14764
Clotiazepam,Q8N1C3
Clotiazepam,P31644
Clotiazepam,P34903
Clotiazepam,A8MPY1
Clotiazepam,P28472
Clotiazepam,Q99928
Clotiazepam,P24046
Clotiazepam,P18507
Encainide,Q14524
Nitrofurantoin,P52647
Nitrofurantoin,P17117
Nitrofurantoin,P0A7R5
Boceprevir,B0B3C9
Bleomycin,P18858
Bleomycin,P49916
Etomidate,P47869
Etomidate,P78334
Etomidate,P18505
Etomidate,P14867
Etomidate,P18089
Etomidate,O00591
Etomidate,P47870
Etomidate,O14764
Etomidate,Q8N1C3
Etomidate,P31644
Etomidate,P34903
Etomidate,P28472
Etomidate,Q99928
Etomidate,P48169
Etomidate,Q16445
Etomidate,Q9UN88
Etomidate,P18507
Terazosin,Q12809
Terazosin,P25100
Terazosin,P35368
Terazosin,P35348
Terazosin,Q9H252
Terazosin,Q9NS40
Ribavirin,P16502
Ribavirin,P55263
Ribavirin,P20839
Ribavirin,P12268
Ribavirin,P26676
Ribavirin,P12823
Ribavirin,P49902
Ribavirin,P22413
Ropivacaine,Q9Y5Y9
Bretylium,P05023
Enalapril,P12821
Chloramphenicol,P24093
Chloramphenicol,P08174
Chloramphenicol,P0ADY7
Fondaparinux sodium,P01008
Fondaparinux sodium,P00742
Dicloxacillin,Q7CRA4
Dicloxacillin,Q75Y35
Dicloxacillin,Q8DR59
Dicloxacillin,B8DD61
Dicloxacillin,P0A3M6
Dicloxacillin,Q8DNB6
Dicloxacillin,B8DCL9
Goserelin,P22888
Goserelin,P30968
Levodopa,P21917
Levodopa,P21918
Levodopa,P14416
Levodopa,P21728
Levodopa,P35462
Ergocalciferol,P11473
Mepivacaine,Q9Y5Y9
Tapentadol,P35372
Tapentadol,P31645
Tapentadol,P41145
Tapentadol,P46098
Tapentadol,P23975
Tapentadol,P41143
Heroin,P35372
Heroin,P41145
Heroin,P41143
Pentoxifylline,P29274
Pentoxifylline,O76074
Pentoxifylline,P27815
Pentoxifylline,P30542
Pentoxifylline,Q07343
Pentoxifylline,P21589
Sulfasalazine,Q9UPY5
Sulfasalazine,P23219
Sulfasalazine,P37231
Sulfasalazine,O14920
Sulfasalazine,P35354
Sulfasalazine,P09917
Sulfasalazine,P24752
Sulfasalazine,P04054
Sulfasalazine,O15111
Sulfasalazine,P24557
Lofexidine,P08913
Azidocillin,Q7CRA4
Azidocillin,Q75Y35
Azidocillin,Q8DR59
Azidocillin,P0A3M6
Azidocillin,Q8DNB6
Sulfamethizole,P0AC13
Chloroprocaine,Q8TCU5
Chloroprocaine,Q9Y5Y9
Chloroprocaine,P46098
Chloroprocaine,Q01959
Chloroprocaine,Q9GZZ6
Bexarotene,P19793
Bexarotene,P48443
Bexarotene,P28702
Moxifloxacin,P43700
Moxifloxacin,P43702
Moxifloxacin,P11388
Bazedoxifene,P03372
Chlorzoxazone,Q12791
Danazol,P13500
Danazol,P06401
Danazol,P10275
Danazol,P30968
Danazol,Q96P88
Danazol,P03372
Pranlukast,Q9Y271
Pranlukast,P12724
Pranlukast,P05113
Pranlukast,P19838
Pranlukast,P01375
Pranlukast,Q02817
Almotriptan,P28221
Almotriptan,P28222
Propofol,P47869
Propofol,P78334
Propofol,Q99250
Propofol,P18505
Propofol,P14867
Propofol,O00591
Propofol,P47870
Propofol,O14764
Propofol,Q8N1C3
Propofol,P31644
Propofol,P34903
Propofol,P28472
Propofol,Q99928
Propofol,P48169
Propofol,Q16445
Propofol,P35499
Propofol,Q9UN88
Propofol,P18507
Cefpodoxime,P0AD68
Guanabenz,P08913
Guanabenz,P18089
Papaverine,Q07343
Papaverine,Q9Y233
Acepromazine,P14416
Acepromazine,P28223
Acepromazine,P08908
Acepromazine,P21728
Acepromazine,P35368
Acepromazine,P35348
Sulfadiazine,Q27738
Ombitasvir,Q5L478
Ciclesonide,P04150
Pemetrexed,P31939
Pemetrexed,P04818
Pemetrexed,P22102
Pemetrexed,P00374
Linagliptin,P27487
Delavirdine,Q72547
Clidinium,P11229
Tetracaine,Q92736
Tetracaine,P21817
Zafirlukast,Q9Y271
Vandetanib,P00533
Vandetanib,P15692
Vandetanib,Q02763
Vandetanib,Q13882
Cocaine,Q9UI33
Cocaine,Q9Y5Y9
Cocaine,P31645
Cocaine,Q14524
Cocaine,Q01959
Cocaine,P11229
Cocaine,P23975
Cocaine,P08172
Pirbuterol,P08588
Pirbuterol,P07550
Isosorbide Dinitrate,P16066
Phenoxymethylpenicillin,P24228
Phenoxymethylpenicillin,Q8XJ01
Phenoxymethylpenicillin,Q53707
Phenoxymethylpenicillin,P12256
Phenoxymethylpenicillin,P46059
Creatine,P48029
Creatine,P12277
Creatine,P12532
Creatine,P06732
Creatine,Q14353
Creatine,P17540
Osimertinib,P00533
Promazine,P20309
Promazine,P21917
Promazine,P35367
Promazine,P14416
Promazine,P28223
Promazine,P08173
Promazine,P25100
Promazine,P08912
Promazine,P21728
Promazine,P35368
Promazine,P35348
Promazine,P11229
Promazine,P28335
Promazine,P08172
Ketamine,P20309
Ketamine,P28221
Ketamine,Q8TCU5
Ketamine,P14416
Ketamine,P35372
Ketamine,P28223
Ketamine,P08173
Ketamine,P41145
Ketamine,P08908
Ketamine,P08912
Ketamine,P28566
Ketamine,P28222
Ketamine,P30939
Ketamine,P11229
Ketamine,P25103
Ketamine,P28335
Ketamine,P41595
Ketamine,P23975
Ketamine,P08172
Ketamine,P41143
Crizotinib,P08581
Crizotinib,Q9UM73
Cefmenoxime,Q8XJ01
Cefmenoxime,P0AD68
Flecainide,Q14524
Flecainide,P35499
Equilin,P14061
Temazepam,P47869
Temazepam,P78334
Temazepam,P28476
Temazepam,P18505
Temazepam,P14867
Temazepam,O00591
Temazepam,P47870
Temazepam,P30536
Temazepam,O14764
Temazepam,Q8N1C3
Temazepam,P31644
Temazepam,P34903
Temazepam,A8MPY1
Temazepam,P28472
Temazepam,Q99928
Temazepam,P48169
Temazepam,Q16445
Temazepam,Q9UN88
Temazepam,P24046
Temazepam,P18507
Dasabuvir,P87764
Ceftolozane,Q9X6W0
Ceftolozane,Q51504
Amikacin,P0A7S3
Tinzaparin,P01008
Tinzaparin,P48061
Tinzaparin,P13612
Erythrityl Tetranitrate,P20594
Erythrityl Tetranitrate,P16066
Ergoloid mesylate,P47869
Ergoloid mesylate,P78334
Ergoloid mesylate,Q8WXA8
Ergoloid mesylate,P08913
Ergoloid mesylate,P28221
Ergoloid mesylate,Q13639
Ergoloid mesylate,Q70Z44
Ergoloid mesylate,P18505
Ergoloid mesylate,P14867
Ergoloid mesylate,P14416
Ergoloid mesylate,P28223
Ergoloid mesylate,O94956
Ergoloid mesylate,P18089
Ergoloid mesylate,O00591
Ergoloid mesylate,P47870
Ergoloid mesylate,P25100
Ergoloid mesylate,P08908
Ergoloid mesylate,P21728
Ergoloid mesylate,P28566
Ergoloid mesylate,P35368
Ergoloid mesylate,P46098
Ergoloid mesylate,P35348
Ergoloid mesylate,A5X5Y0
Ergoloid mesylate,P28222
Ergoloid mesylate,O14764
Ergoloid mesylate,P30939
Ergoloid mesylate,Q8N1C3
Ergoloid mesylate,P31644
Ergoloid mesylate,P34903
Ergoloid mesylate,P28472
Ergoloid mesylate,Q99928
Ergoloid mesylate,P34969
Ergoloid mesylate,P48169
Ergoloid mesylate,O95264
Ergoloid mesylate,Q16445
Ergoloid mesylate,P28335
Ergoloid mesylate,P41595
Ergoloid mesylate,P18825
Ergoloid mesylate,P50406
Ergoloid mesylate,Q9UN88
Ergoloid mesylate,P18507
Phenacemide,P35498
Foscarnet,P04293
Foscarnet,P08546
Sevoflurane,P47869
Sevoflurane,Q09470
Sevoflurane,P78334
Sevoflurane,P23415
Sevoflurane,P18505
Sevoflurane,P14867
Sevoflurane,P42261
Sevoflurane,O00591
Sevoflurane,P47870
Sevoflurane,P98194
Sevoflurane,O14764
Sevoflurane,Q8N1C3
Sevoflurane,P31644
Sevoflurane,P34903
Sevoflurane,P30049
Sevoflurane,P28472
Sevoflurane,Q99928
Sevoflurane,P03886
Sevoflurane,P48169
Sevoflurane,Q16445
Sevoflurane,Q9UN88
Sevoflurane,P18507
Marimastat,P03956
Marimastat,P09238
Marimastat,Q9ULZ9
Marimastat,P22894
Marimastat,P51512
Marimastat,P14780
Marimastat,P45452
Marimastat,Q9H239
Marimastat,P24347
Marimastat,Q99542
Marimastat,P08254
Marimastat,Q8N119
Marimastat,Q9Y5R2
Marimastat,Q9H306
Marimastat,P51511
Marimastat,Q9NRE1
Marimastat,P39900
Marimastat,O75900
Marimastat,O60882
Marimastat,P50281
Marimastat,P08253
Marimastat,P09237
Marimastat,Q9NPA2
Loperamide,P01189
Loperamide,P35372
Loperamide,P41145
Loperamide,O00555
Loperamide,P62158
Loperamide,P41143
Sulfisoxazole,P0AC13
Acetylcysteine,Q9UPY5
Acetylcysteine,Q8TCU5
Acetylcysteine,Q03154
Acetylcysteine,P48637
Acetylcysteine,Q13224
Acetylcysteine,Q05586
Acetylcysteine,Q12879
Acetylcysteine,O14920
Acetylcysteine,O15399
Acetylcysteine,O15111
Pargyline,P21397
Pargyline,P27338
Procyclidine,P20309
Procyclidine,P08173
Procyclidine,P11229
Procyclidine,P08172
Salmeterol,P07550
Ruxolitinib,O60674
Ruxolitinib,P23458
Melatonin,P16083
Melatonin,P27797
Melatonin,P05164
Melatonin,P48039
Melatonin,P11678
Melatonin,P49286
Melatonin,P62158
Melatonin,Q92753
Melatonin,P46597
Melatonin,P03372
Adenosine,P29274
Adenosine,P0DMS8
Adenosine,P30542
Adenosine,P29275
Clomocycline,P0A7V8
Clomocycline,P0A7X3
Alendronic acid,Q13332
Alendronic acid,P29074
Alendronic acid,P23469
Alendronic acid,P38606
Alendronic acid,P14324
Ezetimibe,Q9UHC9
Ezetimibe,P35610
Ezetimibe,P15144
Bortezomib,P20618
Bortezomib,P28074
Acetaminophen,Q8NER1
Acetaminophen,O00519
Acetaminophen,P23219
Acetaminophen,P35354
Lindane,P23415
Lindane,P18505
Lindane,P48167
Lindane,P23416
Lindane,O75311
Cetrorelix,P22888
Cetrorelix,P30968
Lesinurad,Q9NSA0
Lesinurad,Q96S37
Cromoglicic acid,P25815
Cromoglicic acid,Q12791
Brimonidine,P08913
Brimonidine,P18089
Brimonidine,P18825
Hexylcaine,Q9Y5Y9
Hexylcaine,Q14524
Magnesium salicylate,P23219
Magnesium salicylate,P35354
